lyrics_string,genre_class
"I got a condo in Manhattan\nBaby girl, what's hatnin'?\nYou and your ass invited\nSo gon' and get to clappin'\nSo pop it for a pimp\nPop, pop it for me\nTurn around and drop it for a pimp\nDrop, drop it for me\nI'll rent a beach house in Miami\nWake up with no jammies\nLobster tail for dinner\nJulio serve that scampi\nYou got it if you want it\nGot, got it if you want it\nSaid you got it if you want it\nTake my wallet if you want it now\n\nJump in the Cadillac\nGirl, let's put some miles on it\nAnything you want\nJust to put a smile on it\nYou deserve it baby, you deserve it all\nAnd I'm gonna give it to you\n\nGold jewelry shining so bright\nStrawberry champagne on ice\n...\n\n\n",C14
"I'm findin' ways to articulate\nThe feeling I'm goin' through\nI just can't say I don't love you\n'Cause I love you, yeah\nIt's hard for me to communicate the thoughts that I hold\nBut tonight I'm gon' let you know\nLet me tell the truth\nBaby let me tell the truth, yeah\n\nYou know what I'm thinkin'\nSee it in your eyes\nYou hate that you want me\nHate it when you cry\nYou're scared to be lonely\n'Specially in the night\nI'm scared that I'll miss you\nHappens every time\nI don't want this feelin'\nI can't afford love\nI try to find reason to pull us apart\nIt ain't workin' 'cause you're perfect\nAnd I know that you're worth it\nI can't walk away, oh!\n\nEven though we're going through it\nIf it makes you feel alone\n...\n\n\n",C15
"I'm waking up to ash and dust\nI wipe my brow, and I sweat my rust\nI'm breathing in the chemicals\n\nI'm breaking in and shaping up\nThen checking out on the prison bus\nThis is it, the apocalypse\nWhoa\n\nI'm waking up\nI feel it in my bones\nEnough to make my system blow\nWelcome to the new age, to the new age\nWelcome to the new age, to the new age\n\nWhoa-oh-oh-oh, oh\nWhoa-oh-oh-oh, I'm\nRadioactive, radioactive\n\nWhoa-oh-oh-oh, oh\nWhoa-oh-oh-oh, I'm\nRadioactive, radioactive\n...\n\n\n",C20
"Like a small boat on the ocean\nSending big waves into motion\nLike how a single word\nCan make a heart open\nI might only have one match\nBut I can make an explosion\n\nAnd all those things I didn't say\nWrecking balls inside my brain\nI will scream th em loud tonight\nCan you hear my voice?\n\nThis time this is my fight song\nTake back my life song\nProve I'm alright song\nMy powers turned on\nStarting right now I'll be strong\nI'll play my fight song\nAnd I don't really care\nIf nobody else believes\nCause I've still got\nA lot of fight left in me\n...\n\n\n",C14
"Sunday morning, man,\nshe woke up fighting mad\nBitching and moaning on and on 'bout the time I had\nAnd by Tuesday, you could say that girl was good as gone\nThen when Thursday came around,\nI was all alone\n\nSo I went for a drive to clear my mind,\nended up at a Shell on I-65\n\nThen I won a hundred bucks on a scratch off ticket\nBought two twelve packs and a tank of gas with it\nShe swore they were a waist of time,\noh, but she was wrong\nI was caller number 5 on a radio station,\nwon a 4-day, 3-night, beach vacation\nDeep sea, senorita,\n...\n\n\n",C6
"Yeah, yeah, mmm\n\nCandy paint with the white on top\nLambo doors are the oo-op drop\nIf you busy plotting on what I got\nKick in your door, that's what you thought\nHundred thousand dollars on the table top\nHalf price my whips same price my watch\nGot no jumper but I ball a lot\nBitch I'm young stoney, I do what I want\nCandy paint with the white on top\nLambo doors are the oo-op drop\nIf you busy plotting on what I got\nKick in your door, that's what you thought\nHundred thousand dollars on the table top\nHalf price my whips same price my watch\nGot no jumper but I ball a lot\nBitch I'm young stoney, I do what I want\n\nDidn't know that was your girl when she gave me top\nKicked her out the Rolls said, Thanks a lot\nGod damn I love paper, like I'm Michael Scott\nI can do things that your man cannot\nSlide boy comin' down\nDamn I'm hot\nEverybody say that I gotta be stopped\nEven though my final form ain't unlocked\nI'm so far ahead of you motherfuckers\n...\n\n\n",C18
"I was a boat stuck in a bottle\nThat never got the chance to touch the sea\nJust forgotten on the shelf\nNo wind in the sails\nGoing no where with no one but me\nI was one in one-hundred billion\nA burned out star in a galaxy\nJust lost in the sky, wondering why\nEveryone else shines out but me\n\nBut\nI came to life when I first kissed you\nThe best me has his arms around you\nYou make me better than I was before\nThank God, I'm yours\n\nI was a worn out set of shoes\n...\n\n\n",C6
"Pop the trunk I open up I sold my soul for a good price\nOutta' sight, and my hoe got talent right\nWhole squad ran through that shit yikes\nWhat can I say I'm a business man I did my business man\nBut 'Imma bend it down and I'mma lick her up, then dick her down\nShe gon' turn around then I'm gon' kick her out\nShe gon' talk that shit but say\nHow you make it up, how you fake a love?\nHoly son, I was the chosen one of she gon' kiss and tell\nShe keep my wishes well (but) I don't need her, well\nHow my enemy a friend of me?\nWhy yall feed off my energy, like I ain't dead yet\nHigher entity foreign bitch that thinks she into me with the foreign very viciously\nWhy these dudes wanna take pics with me?\nShe said she gay but still into me, said she gay but still into me\nSaid that she hates that I'm in the streets\nAnd said that I hate that I'm in the streets\nI wanna blow up and make history\nAnd she said that she hates my Insta feed\n\n...\n\n\n",C18
"I spoke a vow today and asked if God would come and play\nI've dug a shallow hole for him to sleep\nBut I swear he just won't answer me\nI call on out is he afraid, I'll bury him down with the ones he keeps\nAnd if the devil is listening, I'll come for him as well\nIf I suspect he had a hand to play\nAnd if I see his face in town, there's room for two down underground\nNothing's gonna stop me till I'm done\nUntil I'm done, until I'm done, until I'm done, until I'm done\n'Cause tonight I'm killing gods, killing gods\n\nIt's guilt and frustration, it's everything between\nThe silence and the absence hitting home\nPeripheral glances and the chasing of a sound\nI never knew I'd miss until it's gone\nSo ask me how I'm coping\nAnd I'll smile and tell you: I'm just fine\n...\n\n\n",C21
"So close, no matter how far\nCouldn't be much more from the heart\nForever trust in who we are\nAnd nothing else matters\n\nNever opened myself this way\nLife is ours, we live it our way\nAll these words, I don't just say\nAnd nothing else matters\n\nTrust I seek and I find in you\nEvery day for us something new\nOpen mind for a different view\nAnd nothing else matters\n\nNever cared for what they do\n...\n\n\n",C21
"Yo, uh, prr!, prr!\nGucci gang, uh, yeh\nLil Pump, you\nGucci gang, oh, yo\nPrr!\n\nGucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang\nGucci gang, Gucci gang (Gucci gang!)\nSpend ten racks on a new chain\nMy bitch love do cocaine, ouu\nI fuck a bitch, I forgot her name\nI can't buy a bitch no wedding ring\nRather go and buy Balmains\nGucci gang, Gucci gang, Gucci gang (Gucci gang!)\nGucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang\nGucci gang, Gucci gang (Gucci gang!)\nSpend ten racks on a new chain\nMy bitch love do cocaine, ouu\nI fuck a bitch, I forgot her name, yeah\n...\n\n\n",C18
"Oh no, here we go again\nFighting over what I said\nI'm sorry, yeah I'm sorry\nBad at love, no, I'm not good at this\nBut I can't say I'm innocent\nNot hardly, but I'm sorry\n\nAnd all my friends, they know and it's true\nI don't know who I am without you\nI got it bad, baby\nGot it bad\n\nOh, tell me you love me\nI need someone on days like this, I do\nOn days like this\nOh, tell me you love me\nI need someone\nOn days like this, I do\nOn days like this\nOh, can you hear my heart say\nOh oh oh oh oh oh, oh oh oh oh oh oh\nNo, you ain't nobody 'til you got somebody\nYou ain't nobody 'til you got somebody\n\nAnd I hope I never see the day\n...\n\n\n",C14
"Turn it up\n\nSomebody save your soul cause you've been sinning in this city I know\nToo many troubles, all these lovers got you losing control\nYou're like a drug to me, a luxury, my sugar and gold\nI want the good life\nEvery good night you're a hard one to hold\n\nCause you don't even know\nI can make your hands clap\nSaid I can make your hands clap\n\nSomebody save your soul cause you've been sinning in this city I know\nToo many troubles, all these lovers got you losing control\nYou're like a drug to me, a luxury, my sugar and gold\nI want your sex and your affection when they're holding you close\n\nCause you don't even know\nI can make your hands clap\n...\n\n\n",C20
"Duffle bag, backseat\nMy dash, your feet\nThose other side of the highway headlights making you shine\nMy hand, your leg\nPlaylist playing\nEven though I haven't made it yet\nI'm dragging it, dropping it in my mind\n\nYou're a drive real slow, down a no lane road\nTo a house on a hill where the wild things grow\nYou're wake up in pajamas, not a trace of makeup on ya\nYou're a help her fix it, having breakfast with my momma\nYou're a take back home, home, home girl\nHome, home, home girl\nTake back home, home, home girl\nHome, home, home girl\n\nYou're the kind I wanna take a ride with\nSit by on a Friday night\n...\n\n\n",C6
"Under the surface you don't know what you'll find\nHmm, until it's your time\nNo second chances but all we can do is try\nHmm, I made up my mind\n\nI can't see you\nBut I hear your call\nBaby, hold on now\n\nWe're going home\nIf we make it or we don't, we won't be alone\nWhen I see your light shine, I know I'm home\nIf you're waiting all your life, you will never go\nWhen I see your light shine, I know I'm home\nWhen I see your light shine, I know I'm home\nWhen I see your light shine\n...\n\n\n",C20
"Doh\nDoh doh doh, doh doh doh\nDoh doh\nDoh doh doh, doh doh doh\nDoh doh\nDoh doh doh, doh doh doh\nDoh doh\nAaaaaow!\n\nThis shit, that ice cold\nMichelle Pfeiffer, that white gold\nThis one, for them hood girls\nThem good girls, straight masterpieces\n\nStylin', while in\nLivin' it up in the city\nGot Chucks on with Saint Laurent\nGotta kiss myself, I'm so pretty\n\nI'm too hot (hot damn)\nCalled a police and a fireman\nI'm too hot (hot damn)\nMake a dragon wanna retire, man\n\nI'm too hot (hot damn)\nSay my name, you know who I am\nI'm too hot (hot damn)\nAm I bad 'bout that money?\nBreak it down\n\nGirls hit your hallelujah (wooh)\nGirls hit your hallelujah (wooh)\nGirls hit your hallelujah (wooh)\n'Cause Uptown Funk gon' give it to you (wooh)\n\n'Cause Uptown Funk gon' give it to you\n'Cause Uptown Funk gon' give it to you\nSaturday night, and we in the spot\nDon't believe me, just watch, come on!\n\nDon't believe me, just watch\nDon't believe me, just watch\nDon't believe me, just watch\nDon't believe me, just watch\n...\n\n\n",C14
"I'm only human\nI'm only, I'm only\nI'm only human, human\n\nMaybe I'm foolish\nMaybe I'm blind\nThinking I can see through this\nAnd see what's behind\nGot no way to prove it\nSo maybe I'm blind\nBut I'm only human after all\nI'm only human after all\nDon't put your blame on me\nDon't put your blame on me\n\nTake a look in the mirror\nAnd what do you see\nDo you see it clearer\nOr are you deceived\nIn what you believe\n'Cause I'm only human after all\nYou're only human after all\nDon't put the blame on me\nDon't put your blame on me\n...\n\n\n",C20
"Wake up kids we've got the dreamers disease\nAge 14, we got you down on your knees\nSo polite you're busy still saying please, please\nFrenemies who when you're down ain't your friend\nEvery night we smashed their Mercedes Benz\nFirst we run and then we laughed till we cry, cry\n\nBut when the night is falling\nYou cannot find the light, light\nYou feel your dreams are dying\nHold tight, you've got the music in you\n\nDon't let go, you've got the music in you\nOne dance left, this world is gonna pull through\nDon't give up, you've got a reason to live\n...\n\n\n",C17
"Was Friday after five, I got here just in time\nWent ahead and wet a line 'fore I went and lost my mind\nI ain't been here long, but the bobbers in the pond\nGoing up down, up, down, up, down\nTonight, we're gonna raise a whole lot more than Cain\n'Cause there's money in the bank and tomorrow's Saturday\nSo if they pass that fifth of Jack this way\nI turn it up, down, up, down, up, down\n\nWe just holding it down here in BFE\nStill rolling around with a burnt CD\nFree Bird, five minutes deep\nHead bobbing up, down, up, down, up, down\nWe got what we got, we don't need the rest\nCan turn this parking lot into a party\n...\n\n\n",C6
"Up with it girl\nRock with it girl\nShow dem it girl (bada bang bang)\nBounce with it girl\nDance with it girl\nGet with it girl (bada bang bang)\n\nCome on, come on, turn the radio on\nIt's Friday night and I won't be long\nGotta do my hair, I put my make up on\nIt's Friday night and I won't be long\n\nTill I hit the dance floor (bada bang)\nHit the dance floor (bada bang)\nI got all I need\nNo I ain't got cash, I ain't got cash\nBut I got you baby (just you)\n\n(An me) Baby I don't need dollar bills to have fun tonight\n(I love cheap thrills) Baby I don't need dollar bills to have fun tonight\n(I love cheap thrills)\nI don't need no\n(Money...) You worth more dan diamonds, more dan gold\nAs long as I can feel the\n(Beat...) Mek di beat jus tek control\nI don't need no\n(Money...) You worth more dan diamonds, more dan gold\nAs long as I keep\n(Dancing...) Free up yourself, get outa control\n...\n\n\n",C14
"On a dark desert highway\nCool wind in my hair\nWarm smell of colitas\nRising up through the air\n\nUp ahead in the distance\nI saw a shimmering light\nMy head grew heavy, and my sight grew dim\nI had to stop for the night\n\nThere she stood in the doorway\nI heard the mission bell\nAnd I was thinking to myself:\nThis could be heaven or this could be hell\n\nThen she lit up a candle\nAnd she showed me the way\nThere were voices down the corridor\nI thought I heard them say\n\nWelcome to the Hotel California\nSuch a lovely place (such a lovely place)\nSuch a lovely face\n\n...\n\n\n",C21
"Tonight\nI just want to take you higher\nThrow your hands up in the sky\nLet's set this party off right\n\nPlayers, put yo' pinky rings up to the moon\nGirls, what y'all trying to do?\n24 karat magic in the air\nHead to toe soul player\nUh, look out!\n\nPop pop, it's show time (Show time)\nShow time (Show time)\nGuess who's back again?\nOh they don't know? (Go on tell 'em)\nOh they don't know? (Go on tell 'em)\nI bet they know soon as we walk in (Showin' up)\nWearing Cuban links (ya)\nDesigner minks (ya)\nInglewood's finest shoes (Whoop, whoop)\nDon't look too hard\nMight hurt ya'self\nKnown to give the color red the blues\n\nOoh shit, I'm a dangerous man with some money in my pocket\n(Keep up)\nSo many pretty girls around me and they waking up the rocket\n(Keep up)\nWhy you mad? Fix ya face\nAin't my fault y'all be jocking\n(Keep up)\n...\n\n\n",C14
"I met you in the dark\nYou lit me up\nYou made me feel as though\nI was enough\nWe danced the night away\nWe drank too much\nI held your hair back when\nYou were throwing up\n\nThen you smiled over your shoulder\nFor a minute, I was stone cold sober\nI pulled you closer to my chest\nAnd you asked me to stay over\nI said, I already told ya\nI think that you should get some rest\n\nI knew I loved you then\nBut you'd never know\nCause I played it cool\nWhen I was scared of letting go\nI know I needed you\nBut I never showed\nBut I wanna stay with you\n...\n\n\n",C14
"You're broken down and tired\nOf living life on a merry go round\nAnd you can't find the fighter\nBut I see it in you so we gonna walk it out\nAnd move mountains\nWe gonna walk it out\nAnd move mountains\n\nAnd I'll rise up\nI'll rise like the day\nI'll rise up\nI'll rise unafraid\nI'll rise up\nAnd I'll do it a thousand times again\nAnd I'll rise up\nHigh like the waves\nI'll rise up\nIn spite of the ache\nI'll rise up\nAnd I'll do it a thousands times again\nFor you\nFor you\nFor you\nFor you\n...\n\n\n",C15
"Figures\nI gave you ride or die and you gave me games\nLove figures\nI know I'm crying cause you just won't change\nLove figures\nI gave it all and you gave me shit\nLove figures\nI wish I could do exactly what you did\n\nI wish I could hurt you back\nLove, what would you do if you couldn't get me back\nYou're the one who's gonna lose\n...\n\n\n",C15
"What's the trick? I wish I knew\nI'm so done with thinking through all the things I could've been\nAnd I know you wonder too\nAll it takes is that one look you do, and I run right back to you\nYou crossed the line, and it's time to say F you\n\nWhat's the point in saying that when you know how I'll react?\nYou think you can just take it back\nBut shit just don't work like that\nYou're the drug that I'm addicted to, and I want you so bad\nGuess I'm stuck with you, and that's that\n\n'Cause when it all falls down, then whatever\nWhen it don't work out for the better\nIf we just ain't right, and it's time to say goodbye\nWhen it all falls down, when it all falls down\n\n...\n\n\n",C17
"When the days are cold and the cards all fold\nAnd the saints we see are all made of gold\nWhen your dreams all fail and the ones we hail\nAre the worst of all and the blood's run stale\n\nI want to hide the truth, I want to shelter you\nBut with the beast inside, there's nowhere we can hide\nNo matter what we breed, we still are made of greed\nThis is my kingdom come, this is my kingdom come\n\nWhen you feel my heat, look into my eyes\nIt's where my demons hide, it's where my demons hide\nDon't get too close, it's dark inside\n...\n\n\n",C20
"I'm gonna fight 'em all\nA seven nation army couldn't hold me back\nThey're gonna rip it off\nTaking their time right behind my back\n\nAnd I'm talking to myself at night\nBecause I can't forget\nBack and forth through my mind\nBehind a cigarette\n\nAnd a message coming from my eyes says leave it alone\n\n...\n\n\n",C20
"I'm a dreamer, a make believer\nI was told that you were too\nI love the silence and the clear horizon\nAnd I got that all from you\n\nEvery now and then I'm drawn to places\nWhere I hear your voice or see your face and\nEvery little thought will lead me right back to you\n\nI was born from one love of two hearts\nWe were three kids and a loving mom\nYou made this place a home\nA shelter from the storm\nYou said I had one life and a true heart\nI tried my best and I came so far\n...\n\n\n",C14
"The second someone mentioned you were all alone\nI could feel the trouble coursing through your veins\nNow I know, it's got a hold\n\nJust a phone call left unanswered, had me sparking up\nThese cigarettes won't stop me wondering where you are\nDon't let go, keep a hold\n\nIf you look into the distance, there's a house upon the hill\nGuiding like a lighthouse to a place where you'll be safe\nTo feel at grace 'cause we've all made mistakes\nIf you've lost your way...\n\nI will leave the light on\nI will leave the light on\nI will leave the light on\nI will leave the light on\n\n...\n\n\n",C20
"I know you moved onto someone new\nHope life is beautiful\nYou were the life of me to find my truth\nI just wanna say, thank you\n\nLeaving to find my soul\nTold her I had to go\nAnd I know it ain't pretty\nWhen our hearts get broke\nToo young to feel this old\nWatching us both turn cold\nOh, I know it ain't pretty\nWhen two hearts get broke\nYeah, I know it ain't pretty\nWhen two hearts get broke\n\nI hope someday\nWe'll sit down together\nAnd laugh with each other\nAbout these days, these days\nAll our troubles\nWe'll lay to rest and\n\nWe'll wish we could come back to these days\nThese days\n\nThese days, these days\nThese days, these days\n\nThree years of ups and downs\nNothing to show for it now\n...\n\n\n",C17
"There's a hole in the soul of happyland\nWe stay hide in our castles made of sand\nThere's a church where we go to numb the pain\nWe messed up and I know you feel the same\n\nAnd it goes on and I don't understand\nHow we became a one man band\nOh lord I guess we all fucked up\nWelcome to happy, happy, happy, happyland\n\nHappy, happy, happyland\nHappy, happy, happyland\nHappyland\nHappy, happy, happyland\nHappy, happy, happyland\n...\n\n\n",C14
"Baby, I think of you\nWhen I'm all alone and it's half past two\nBet you think about it too\nAin't nobody love you like I do\nBaby, I think of you\nWhen I'm all alone and it's half past two\nBet you think about it too\nAin't nobody love you like I do\nLike I do\nLike, like I do\nLike I do\n...\n\n\n",C17
"I found a love for me\nOh darling, just dive right in and follow my lead\nWell, I found a girl, beautiful and sweet\nOh, I never knew you were the someone waiting for me\n'Cause we were just kids when we fell in love\nNot knowing what it was\nI will not give you up this time\nBut darling, just kiss me slow, your heart is all I own\nAnd in your eyes, you're holding mine\n\nBaby, I'm dancing in the dark with you between my arms\nBarefoot on the grass, listening to our favourite song\nWhen you said you looked a mess, I whispered underneath my breath\n...\n\n\n",C14
"Oh love\nHear me turn these words into a song\nFor them to sing along to when I'm gone\nFor them to sing along to when I'm gone\n\nOh love\nLet me be the one to set them free\nI will give them every part of me\nPut my heart where everyone can see\n\nThey can call me whatever they want\nCall me crazy\nYou can call me whatever you want\n...\n\n\n",C17
"Yeah, they wishin' and wishin'\nAnd wishin' and wishin'\nThey wishin' on me, yuh\n\nI been movin' calm, don't start no trouble with me\nTryna keep it peaceful is a struggle for me\nDon't pull up at 6 AM to cuddle with me\nYou know how I like it when you lovin' on me\nI don't wanna die for them to miss me\nYes, I see the things that they wishin' on me\nHope I got some brothers that outlive me\nThey gon' tell the story, shit was different with me\n\nGod's plan, God's plan\nI hold back, sometimes I won't, yuh\nI feel good, sometimes I don't, ayy, don't\nI finessed down Weston Road, ayy, 'nessed\nMight go down a G.O.D., yeah, wait\nI go hard on Southside G, yuh, wait\nI make sure that north-side eat\n\n...\n\n\n",C18
"Hey, you there\nCan we take it to the next level\nBaby, do you dare?\nDon't, be scared\n'Cause if you can say the words\nI don't know why I should care\n\n'Cause here I am\nI'm giving all I can\nBut all you ever do is mess it up\nYeah, I'm right here\nI'm trying to make it clear\nThat getting half of you, just ain't enough\n\nI'm not going to wait until you're done\nPretending you don't need anyone\nI'm standing here naked\n(Naked, naked)\nI'm standing here naked\n(Naked, naked)\nI'm not going to try 'til you decide\nYou're ready to swallow all your pride\nI'm standing here naked\n(Naked, naked)\n...\n\n\n",C14
"If you wanna feel my fire\nTake your game up higher\nReady in should be lower, lower\nSing again for me\nSay it with your only\nWhat you do to just control me\n\nYou like it\nYeah, yeah you like it\nIt's so, so'and you can find it\nCome on here boy and let me show ty\nJust how I want it\nHow I want it\n\nEverybody got to love me like\nEverybody got to love me like\nLove me, love me like\nEverybody got to love me like\n...\n\n\n",C14
"My love (my love)\nMy lover, lover, lover\nI'm in paradise whenever I'm with you\nMy mind (my mind)\nMy m-m-m-m-mind\nWell it's a paradise whenever I'm with you\nRide on (ride on)\nI will ride on down the road\nI will find you, I will hold you, I'll be there\nIt's long (how long?)\nIt's a mighty long road but\nI find you, I will hold you and I'll be there\n\nI know you heard it from those other boys\nBut there's time between\nIt something that I feel and\nI know you heard it from those other boys\nBut there's time between\nIt something that I feel and\n\nIf it feels like paradise running through your bloody veins\nYou know it's love heading your way\nIf it feels like paradise running through your bloody veins\nYou know it's love heading your way\n\nMy time (my time)\n...\n\n\n",C10
"I got your fingerprints on my skin\nEver since that day you've let me in\nI feel your vibes, they are circlin'\nYou cut so deep, cut so deep\nWho needs love leaning to one side\nWe're free fallin' in the jungle lights?\nYou have it all, got me on standby\nYou cut so deep, cut so deep\n\n'Cause I thought that the trust had gone\nDidn't see this comin' along\nYou made me a believer\nYou made me a believer\n\nAnd now I'm\nI'm shoutin' from the rooftop, baby\nTell me, will you come and safe me?\nI'm shoutin' from the rooftop, baby\nCome pick me up, come pick me up\nAre you just a lover or my twins soul?\nFire the shots and I need to know\nI'm shoutin' from the rooftop, baby\nCome pick me up, come pick me up\n\n...\n\n\n",C14
"Time flies by when the night is young\nDaylight shines on an unexposed location, location\nBloodshot eyes lookin' for the sun\nParadise delivered and we call it a vacation, vacation\n\nYou're painting me a dream that I\nWanna belong in, wanna belong in\n\nOver the hills and far away\nA million miles from L.A.\nJust anywhere away with you\nI know we've got to get away\nSome place where no one knows our name\nWe'll find the start of something new\n\nJust take me anywhere, take me anywhere\nAnywhere away with you\nJust take me anywhere, take me anywhere\nAnywhere away with you\n...\n\n\n",C20
"Hey\n\nHavana, ooh na-na (ayy)\nHalf of my heart is in Havana, ooh na-na (ayy, ayy)\nHe took me back to East Atlanta, na-na-na, ah\nAll of my heart is in Havana (ayy)\nThere's somethin' 'bout his manners (uh huh)\nHavana, ooh na-na (uh)\n\nHe didn't walk up with that how you doin'? (uh)\nWhen he came in the room\nHe said there's a lot of girls I can do with (uh)\nBut I can't without you\nI knew him forever in a minute (hey)\nThat summer night in June\nAnd papa says he got malo in him (uh)\nHe got me feelin' like...\n\nOoh-ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)\nI knew it when I met him (ayy), I loved him when I left him\nGot me feelin' like, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh\nAnd then I had to tell him, I had to go\nOh na-na-na-na-na (woo)\n\nHavana, ooh na-na (ayy, ayy)\nHalf of my heart is in Havana, ooh na-na (ayy, ayy)\n...\n\n\n",C14
"You call me all friendly\nTellin' me how much you miss me\nThat's funny, I guess you've heard my songs\n\nWell, I'm too busy for your business\nGo find a girl who wants to listen\n'Cause if you think I was born yesterday, you have got me wrong\n\nSo I cut you off\nI don't need your love, 'cause I already cried enough\nI've been done\nI've been movin' on since we said goodbye\n\nI cut you off\nI don't need your love, so you can try all you want\nYour time is up, I'll tell you why\n\nYou say you're sorry, but it's too late now\nSo save it, get gone, shut up\n'Cause if you think I care about you now\nWell, boy, I don't give a fuck\n\nI remember that weekend\nWhen my best friend caught you creepin'\nYou blamed it all on the alcohol\n...\n\n\n",C14
"I see you're on vacation\nIt really looks nice\nA perfect situation\nFrom your perfect life\nGirl you look amazing\nWhen you? your eyes\nTell me what you're chasing\n\nAnd baby please don't lie, please don't lie to me\nDo you have it all?\nPlease don't lie to me\nYou know I can't ignore\nWhen you're posing for a perfect picture while you hide behind your pretty smile\nPlease don't lie, please don't lie to me\n\nI want you out on the dancefloor\nAin't that what you came for?\nBe right here, right now\nNo need to act like you own it\nJust stay through the moment\nI'm right here, right now\nSo don't lie to me\n...\n\n\n",C14
"I'm from the east side of America\nWhere we choose pride over character\nAnd we can pick sides, but this is us, this is us, this is\nI live on the west side of America\nWhere they spin lies into fairy dust\nAnd we can pick sides, but this is us, this is us, this is\n\nAnd don't believe the narcissism\nWhen everyone projects and expects you to listen to 'em\nMake no mistake, I live in a prison\nThat I built myself, it is my religion\nAnd they say that I am the sick boy\nEasy to say, when you don't take the risk, boy\nWelcome to the narcissism\nWhere we're united under our indifference\n\nAnd I'm from the east side of America\nWhere we desensitize by hysteria\nAnd we can pick sides, but this is us, this is us, this is\n...\n\n\n",C17
"Derulo\nWine for me darling\nWhen you move your slang is a love mean\nNow, why you just...\n\nBig fat thang, overflowing\nSkinny tight dress, couldn't hold it\nWay too thick like it's swollen\nGirl, you're too bad and you know it\nWhen you drop down, lose focus\nWhen that thing clap, that's a bonus\nBack at looking appetizing\nBack at that food, it's a crisis\n\nBring that body my way\nCan't take it off my brain\nLook like you do ballet, yeah\n\nHold tight when you tiptoe\nShake something when you tiptoe\nDon't brace when you push that back\nLeft, right, do it just like that\nHold tight when you tiptoe\n\nAyo, God blessed you from behind (I do)\nOne hand up like the Heisman (touchdown)\nFirst class seat when you're riding (oh yeah)\nWine that thing like it's spineless\n\nBring that body my way (my way)\n...\n\n\n",C14
"Heavy on your heart\nHeavy on your mind\nWandering the streets tonight\nIf you're looking for a home\nYou are not alone\nI can be your guiding light\n\nCause I promise you\nI'm a dreamer too\nHeavy on my heart\nWandering the streets tonight\n\nWhen all it all counts for something\nAnd your pocket's full of nothing\nLet's get high on believing\nI can promise you\nYes I am a dreamer too\nWe are dreamers together\nAlways here forever\nLet's get high on believing\nI can promise you\nYes I am a dreamer too\n...\n\n\n",C17
"Oh-Ohhh-Oh-Ohhh-Woh\nOh-Ohhh-Oh-Ohhh-Woh\n\nYou say you love me\nI say you crazy\nWe're nothing more than friends\nYou're not my lover\nMore like a brother\nI know you since we were like ten, yeah\n\nDon't mess it up\nTalking that shit\nOnly gonna push me away, that's it!\nWhen you say you you love me\nThat make me a crazy\nHere we go again\n\nDon't go look at me with that look in your eye\nYou really ain't going away without a fight\nYou can't be reasoned with\nI'm done being polite\nI've told you 1, 2, 3, 4, 5, 6000 times\n\nHaven't I made it obvious?\nHaven't I made it clear?\nWant me to spell it out for you?\nF-R-I-EN-D-S\nHaven't I made it obvious?\nHaven't I made it clear?\nWant me to spell it out for you?\n...\n\n\n",C14
"Will you lay me down?\nMake our hearts the only sound\nThrow my fears down to the strong\nWill you hold me?\nWill you serenade me with the song you used to play?\n'Til the night turns into day\nWill you hold me?\n\n'Cause all I need is somebody near me\nWhen my heart gets weak\nSomebody out there watching over me\nWhen I'm so tired, I can't even sleep\n\nWon't you sing me your sweet lullaby?\nJust the sound of your voice is the thing that I need\nWon't you sing me your sweet lullaby?\nI could fall for the sound of your sweet melody\n'Cause I just need your song\nSomething to sing along\nWhen I'm not feeling strong\nI need you to sing me your sweet lullaby\nNeed the sound of your sweet melody\n...\n\n\n",C17
"BloodPop®\n\nI was wonderin' 'bout your mama\nDid she get that job she wanted?\nSell that car that gave her problems?\nI'm just curious 'bout her, honest (ooh-ooh)\n\nKnow you're wonderin' why I been callin'?\nLike I got ulterior motives\nKnow we didn't end this so good\nBut you know we had something so good\n\nSo I'm wonderin'\nCan we still be friends? (ah-ah)\nCan we still be friends? (ah-ah)\nDoesn't have to end (ah-ah)\n...\n\n\n",C14
"I often tell myself that we could be more than just friends\nI know you think that if we move too soon give alone and\nI live in misery when you're not around\nI won't be satisfied until we taken those vows\n(more than friends)\nWhat's it gonna be, cause I can't pretend\nDon't you wanna be more than friends\nHold me tight and don't let go\nHold me tight and don't let go\nWhat's it gonna be, cause I can't pretend\nDon't you wanna be more than friends\nWhat's it gonna be, cause I can't pretend\nDon't you wanna be more than friends\nHold me tight and don't let go\nHold me tight and don't let go\n...\n\n\n",C14
"Huh, yeah, naw I just, had a lil' bit too much of Hennessy\nJust gotta tell you how I feel, look\n\nYou so fuckin' precious when you smile\nHit it from the back and drive you wild\nGirl, I lose myself up in those eye-eye-eye-eye-eyes\nI just had to let you know you're mine\n\nHands on your body, I don't wanna waste no time\n...\n\n\n",C14
